Anno;Codice Regione;Descrizione Regione;Codice Azienda;Tipo Azienda;Codice struttura;Subcodice;Denominazione Struttura/Stabilimento;Indirizzo;Codice Comune;Comune;Sigla Provincia;Codice tipo struttura;Descrizione tipo struttura;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N° Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2018;190;SICILIA;925;2;190925;  ;Azienda Osp. Univ. G. Martino;viale gazzi;83048;MESSINA                                 ;ME;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;2;20;0;2;0;22
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;8;CARDIOLOGIA                             ;ACUTI;1;20;0;2;0;22
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;9;CHIRURGIA GENERALE                      ;ACUTI;1;16;0;1;1;18
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;1;8;0;0;2;10
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;12;CHIRURGIA PLASTICA                      ;ACUTI;1;12;0;0;2;14
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;14;CHIRURGIA VASCOLARE                     ;ACUTI;1;8;0;0;2;10
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;26;MEDICINA GENERALE                       ;ACUTI;2;32;0;4;0;36
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;30;NEUROCHIRURGIA                          ;ACUTI;1;20;0;0;0;20
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;32;NEUROLOGIA                              ;ACUTI;1;16;0;5;0;21
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;24;0;0;2;26
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;2;0;0;0;2
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;6;0;2;0;8
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;40;PSICHIATRIA                             ;ACUTI;2;24;0;0;0;24
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;43;UROLOGIA                                ;ACUTI;1;20;0;0;2;22
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;49;TERAPIA INTENSIVA                       ;ACUTI;3;21;0;2;0;23
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;50;UNITA` CORONARICA                       ;ACUTI;1;8;0;0;0;8
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;51;ASTANTERIA                              ;ACUTI;1;14;0;0;0;14
2018;190;SICILIA;926;2;190926;1;P.O. Villa Sofia;Piazzetta Salerno n. 1;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;29;0;0;0;29
2018;190;SICILIA;926;2;190926;2;C.T.O. Centro Traumatologico Ortopedico;Via Cassarà;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;34;OCULISTICA                              ;ACUTI;1;0;0;2;4;6
2018;190;SICILIA;926;2;190926;2;C.T.O. Centro Traumatologico Ortopedico;Via Cassarà;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;1;0;0;6;2;8
2018;190;SICILIA;926;2;190926;2;C.T.O. Centro Traumatologico Ortopedico;Via Cassarà;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;12;0;1;0;13
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;8;CARDIOLOGIA                             ;ACUTI;1;19;0;0;2;21
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;9;CHIRURGIA GENERALE                      ;ACUTI;1;16;0;1;1;18
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;13;CHIRURGIA TORACICA                      ;ACUTI;1;11;0;0;1;12
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;18;EMATOLOGIA                              ;ACUTI;2;32;0;18;0;50
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;1;6;0;4;0;10
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;1;16;0;4;0;20
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;26;MEDICINA GENERALE                       ;ACUTI;1;19;0;2;0;21
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;29;NEFROLOGIA                              ;ACUTI;1;8;0;3;0;11
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;7;0;0;1;8
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;34;0;4;3;41
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;39;PEDIATRIA                               ;ACUTI;1;18;0;2;0;20
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;49;TERAPIA INTENSIVA                       ;ACUTI;1;8;0;0;0;8
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;50;UNITA` CORONARICA                       ;ACUTI;1;8;0;0;0;8
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;51;ASTANTERIA                              ;ACUTI;1;10;0;0;0;10
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;58;GASTROENTEROLOGIA                       ;ACUTI;1;12;0;2;0;14
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;62;NEONATOLOGIA                            ;ACUTI;1;12;0;0;0;12
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;64;ONCOLOGIA                               ;ACUTI;1;0;0;2;0;2
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;68;PNEUMOLOGIA                             ;ACUTI;2;41;0;1;0;42
2018;190;SICILIA;926;2;190926;3;P.O. V. Cervello;Via Trabucco n. 180;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;1;10;0;0;0;10
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;8;CARDIOLOGIA                             ;ACUTI;1;22;2;6;0;30
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;9;CHIRURGIA GENERALE                      ;ACUTI;2;37;2;0;3;42
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;1;5;2;0;1;8
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;12;CHIRURGIA PLASTICA                      ;ACUTI;1;14;0;0;2;16
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;13;CHIRURGIA TORACICA                      ;ACUTI;1;12;1;0;3;16
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;14;CHIRURGIA VASCOLARE                     ;ACUTI;1;12;0;0;2;14
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;18;EMATOLOGIA                              ;ACUTI;1;0;0;7;0;7
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;1;14;0;2;0;16
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;26;MEDICINA GENERALE                       ;ACUTI;2;68;2;4;0;74
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;30;NEUROCHIRURGIA                          ;ACUTI;1;30;2;0;1;33
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;32;NEUROLOGIA                              ;ACUTI;1;22;0;2;0;24
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;34;OCULISTICA                              ;ACUTI;1;2;1;0;1;4
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;22;2;0;2;26
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;2;40;3;0;7;50
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;8;1;0;6;15
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;40;PSICHIATRIA                             ;ACUTI;1;15;0;0;0;15
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;43;UROLOGIA                                ;ACUTI;1;20;2;0;2;24
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;47;GRANDI USTIONATI                        ;ACUTI;1;16;0;0;0;16
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;1;17;0;1;0;18
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;49;TERAPIA INTENSIVA                       ;ACUTI;2;22;0;2;0;24
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;50;UNITA` CORONARICA                       ;ACUTI;1;9;0;0;0;9
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;51;ASTANTERIA                              ;ACUTI;1;16;0;0;0;16
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;52;DERMATOLOGIA                            ;ACUTI;1;0;0;2;0;2
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;0;0;4;0;4
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;58;GASTROENTEROLOGIA                       ;ACUTI;1;0;1;3;0;4
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;18;0;0;0;18
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;62;NEONATOLOGIA                            ;ACUTI;1;12;0;0;0;12
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;64;ONCOLOGIA                               ;ACUTI;1;24;0;4;0;28
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;1;8;0;7;0;15
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;66;ONCOEMATOLOGIA                          ;ACUTI;1;12;0;4;0;16
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;68;PNEUMOLOGIA                             ;ACUTI;2;29;0;1;0;30
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;1;6;0;0;0;6
2018;190;SICILIA;927;2;190927;1;Ospedale Civico  ;Piazza Nicola Leotta;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;97;DETENUTI                                ;ACUTI;2;10;0;0;0;10
2018;190;SICILIA;927;2;190927;2;Ospedale dei Bambini G. Di Cristina;Via delle Benedettine;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;8;CARDIOLOGIA                             ;ACUTI;1;12;0;2;0;14
2018;190;SICILIA;927;2;190927;2;Ospedale dei Bambini G. Di Cristina;Via delle Benedettine;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;11;CHIRURGIA PEDIATRICA                    ;ACUTI;1;16;0;0;2;18
2018;190;SICILIA;927;2;190927;2;Ospedale dei Bambini G. Di Cristina;Via delle Benedettine;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;1;23;0;1;0;24
2018;190;SICILIA;927;2;190927;2;Ospedale dei Bambini G. Di Cristina;Via delle Benedettine;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;9;0;1;0;10
2018;190;SICILIA;927;2;190927;2;Ospedale dei Bambini G. Di Cristina;Via delle Benedettine;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;39;PEDIATRIA                               ;ACUTI;3;70;0;4;0;74
2018;190;SICILIA;927;2;190927;2;Ospedale dei Bambini G. Di Cristina;Via delle Benedettine;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;49;TERAPIA INTENSIVA                       ;ACUTI;1;8;0;0;0;8
2018;190;SICILIA;927;2;190927;2;Ospedale dei Bambini G. Di Cristina;Via delle Benedettine;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;51;ASTANTERIA                              ;ACUTI;1;10;0;0;0;10
2018;190;SICILIA;927;2;190927;2;Ospedale dei Bambini G. Di Cristina;Via delle Benedettine;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera;77;NEFROLOGIA PEDIATRICA                   ;ACUTI;1;11;0;1;0;12
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;2;DAY HOSPITAL                            ;ACUTI;1;0;0;1;0;1
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;5;ANGIOLOGIA                              ;ACUTI;1;2;0;1;0;3
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;7;CARDIOCHIRURGIA                         ;ACUTI;1;18;0;0;0;18
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;8;CARDIOLOGIA                             ;ACUTI;1;11;0;1;0;12
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;9;CHIRURGIA GENERALE                      ;ACUTI;2;48;0;5;0;53
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;11;CHIRURGIA PEDIATRICA                    ;ACUTI;1;7;0;1;0;8
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;12;CHIRURGIA PLASTICA                      ;ACUTI;1;7;0;3;0;10
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;13;CHIRURGIA TORACICA                      ;ACUTI;1;8;0;0;0;8
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;14;CHIRURGIA VASCOLARE                     ;ACUTI;1;8;0;2;0;10
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;18;EMATOLOGIA                              ;ACUTI;1;9;0;3;0;12
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;1;13;0;1;0;14
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;21;GERIATRIA                               ;ACUTI;1;8;0;1;0;9
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;1;17;0;2;0;19
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;26;MEDICINA GENERALE                       ;ACUTI;3;64;0;6;0;70
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;29;NEFROLOGIA                              ;ACUTI;1;6;0;1;0;7
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;30;NEUROCHIRURGIA                          ;ACUTI;1;8;0;0;0;8
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;32;NEUROLOGIA                              ;ACUTI;1;10;0;3;0;13
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;0;0;1;0;1
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;34;OCULISTICA                              ;ACUTI;1;3;0;5;0;8
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;2;0;0;2;0;2
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;21;0;2;0;23
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;2;20;0;1;0;21
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;38;OTORINOLARINGOIATRIA                    ;ACUTI;2;9;0;3;0;12
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;40;PSICHIATRIA                             ;ACUTI;1;10;0;0;0;10
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;43;UROLOGIA                                ;ACUTI;2;11;0;1;0;12
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;49;TERAPIA INTENSIVA                       ;ACUTI;2;15;0;1;0;16
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;50;UNITA` CORONARICA                       ;ACUTI;1;12;0;1;0;13
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;52;DERMATOLOGIA                            ;ACUTI;1;2;0;2;0;4
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;0;0;3;0;3
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;58;GASTROENTEROLOGIA                       ;ACUTI;1;17;0;2;0;19
2018;190;SICILIA;928;2;190928;  ;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;8;0;0;0;8
